sub,eeg,cond,per,ocular,muscle
3,54.3075261463562,0,33.8054131919172,35.6271786166603,32.8945304795456
3,44.24916072899,0,29.7483485185239,31.2099676499321,29.0175389528198
3,51.5823635707441,1,27.9352175244268,32.6506780922339,25.5774872405233
3,50.3003474793397,0,25.4922101390614,23.3696352458699,26.5534975856571
3,52.3155755082664,0,25.0877023176075,22.9949337918785,26.1340865804719
3,48.6589478754323,1,21.7846849270674,19.097189340825,23.1284327201887
3,49.7043644280713,0,29.0127123609214,29.4037889427721,28.8171740699961
3,48.0184663467201,0,29.3783055173047,29.3367619473221,29.399077302296
3,55.4659015290412,1,36.9006455847632,40.0452410329283,35.3283478606807
3,53.4837391868441,0,26.0171815585292,22.1080203668805,27.9717621543536
3,47.6167078277254,1,29.7807103950616,27.4466084182815,30.9477613834516
3,42.4841133566192,0,23.2830483596788,25.2376573502248,22.3057438644059
3,53.396055538085,0,30.9592040356693,25.1162915872137,33.8806602598971
3,48.8708222135071,0,29.2932824620402,31.0439163827177,28.4179655017015
3,49.5609889082157,0,25.2510310973707,24.9676917509354,25.3927007705884
3,54.1888915281483,1,27.7435377651206,25.3613602336084,28.9346265308768
3,54.7599993586403,0,34.2843716259015,38.1354713265769,32.3588217755638
3,52.6038077947237,1,32.3051385109006,35.3663399733397,30.7745377796811
3,47.6173335523732,0,32.1796176027314,32.7184993338245,31.9101767371849
3,48.5359272515456,0,27.6458715900962,28.1777791030359,27.3799178336264
3,48.9859573295542,1,24.5715571009807,22.688019282079,25.5133260104315
3,52.7232056318842,1,30.1344588107673,28.9630339285362,30.7201712518828
3,48.6623550802304,1,33.0720252616692,35.6816878703458,31.7671939573309
3,46.4003376989931,1,26.6022878252067,23.0760487681246,28.3654073537478
3,53.0814372715569,1,29.1165410514603,28.2116828207316,29.5689701668246
3,40.7627901728545,0,22.3422727040066,22.8309657369172,22.0979261875513
3,49.3037782474434,0,33.138143291103,35.2781693335998,32.0681302698546
3,47.3961934844428,0,19.7345491938288,21.1049617949386,19.0493428932739
3,42.2422191080197,1,19.736089905267,18.4978827978858,20.3551934589576
3,46.1979491536245,0,26.9297058263676,28.4601437784973,26.1644868503027
3,45.5826035741058,1,31.4856198436993,33.7430015905828,30.3569289702575
3,53.1609382543763,0,27.0321777237393,27.4142194067613,26.8411568822282
3,46.1015032642508,1,22.3959669212659,26.6707341820418,20.2585832908779
3,50.786957539225,0,39.0671655718844,46.7699746559658,35.2157610298437
3,47.0314779547202,0,24.2693148838286,23.6504544273415,24.5787451120721
3,44.4752940639642,0,28.7208496029124,31.485666925577,27.33844094158
3,53.6873360008657,1,29.6568838480092,26.6572804172652,31.1566855633812
